"","Incident.Date","State","City.Or.County","Address","X..Killed","X..Injured","Operations","fullad","long","lat"
"14","17-Dec-16","Illinois","Chicago (Roseland)","100 block of West 105th Street",5,0,"N/A","100 block of West 105th Street ,  Chicago (Roseland) ,  Illinois","-87.6259341","41.7037173"
"15","16-Dec-16","Illinois","Chicago","4300 block of South Rockwell",2,2,"N/A","4300 block of South Rockwell ,  Chicago ,  Illinois","-87.6895193","41.81559"
"16","16-Dec-16","Illinois","Chicago","13th and South Kedzie",0,4,"N/A","13th and South Kedzie ,  Chicago ,  Illinois","NA","NA"
"17","12-Dec-16","California","Sacramento","4800 block of Myrtle Avenue",1,3,"N/A","4800 block of Myrtle Avenue ,  Sacramento ,  California","NA","NA"
"18","11-Dec-16","New York","Brooklyn","192 Knickerbocker Ave",0,4,"N/A","192 Knickerbocker Ave ,  Brooklyn ,  New York","-73.9271874","40.7035537"
"19","11-Dec-16","Florida","Orlando (Pine Hills)","4305 N Pine Hills Rd",1,4,"N/A","4305 N Pine Hills Rd ,  Orlando (Pine Hills) ,  Florida","NA","NA"
"20","11-Dec-16","Maryland","Baltimore","3916 South Hanover Street",0,5,"N/A","3916 South Hanover Street ,  Baltimore ,  Maryland","-76.6117114","39.2349403"
"21","11-Dec-16","North Carolina","Rocky Mount","1200 block of East Highland Ave",0,4,"N/A","1200 block of East Highland Ave ,  Rocky Mount ,  North Carolina","-77.779753","35.9468557"
"22","9-Dec-16","Texas","Channelview","15300 block of Market",4,0,"N/A","15300 block of Market ,  Channelview ,  Texas","-95.1391912","29.7716504"
"23","9-Dec-16","California","Fresno","842 Fresno Street",0,4,"N/A","842 Fresno Street ,  Fresno ,  California","NA","NA"
"24","5-Dec-16","New Mexico","Albuquerque","1532 Stagecoach Lane",4,1,"N/A","1532 Stagecoach Lane ,  Albuquerque ,  New Mexico","-106.4909978","35.0482007"
"25","3-Dec-16","California","Los Angeles","91st Street and Western Avenue",0,6,"N/A","91st Street and Western Avenue ,  Los Angeles ,  California","-118.3090184","33.9545261"
"26","2-Dec-16","New Jersey","Bloomfield","3 1st Ave",0,6,"N/A","3 1st Ave ,  Bloomfield ,  New Jersey","-74.1887489","40.7700791"
"27","1-Dec-16","California","Clearlake Oaks","N/A",1,3,"N/A","N/A ,  Clearlake Oaks ,  California","-122.6719304","39.0262841"
"28","30-Nov-16","Maryland","Baltimore","2901 Garrison Blvd",2,4,"N/A","2901 Garrison Blvd ,  Baltimore ,  Maryland","-76.6770866","39.3208039"
"29","28-Nov-16","Texas","Mission (Palmview)","1840 West Palma Vista Drive",1,3,"N/A","1840 West Palma Vista Drive ,  Mission (Palmview) ,  Texas","NA","NA"
"30","28-Nov-16","California","Wilmington","1067 McDonald Avenue",0,4,"N/A","1067 McDonald Avenue ,  Wilmington ,  California","-118.2715054","33.7843593"
"31","28-Nov-16","California","San Pedro","300 block of West 2nd Street",0,4,"N/A","300 block of West 2nd Street ,  San Pedro ,  California","-118.2835567","33.7423786"
"32","27-Nov-16","Louisiana","New Orleans","100 block of Bourbon Street",1,9,"N/A","100 block of Bourbon Street ,  New Orleans ,  Louisiana","-90.0691878","29.9542063"
"33","27-Nov-16","Missouri","Kansas City","Gregory and Prospect",0,7,"N/A","Gregory and Prospect ,  Kansas City ,  Missouri","-94.5568984","38.9980331"
"34","26-Nov-16","Illinois","Chicago","8800 block of S Exchange Ave",1,5,"N/A","8800 block of S Exchange Ave ,  Chicago ,  Illinois","NA","NA"
"35","25-Nov-16","Louisiana","New Orleans","Magnolia Street and Felicity Street",0,4,"N/A","Magnolia Street and Felicity Street ,  New Orleans ,  Louisiana","-90.08645","29.944205"
"36","24-Nov-16","Kentucky","Louisville","4501 W Broadway",2,4,"N/A","4501 W Broadway ,  Louisville ,  Kentucky","-85.8277314","38.2506529"
"37","24-Nov-16","New York","Albany","77 Central Ave",1,3,"N/A","77 Central Ave ,  Albany ,  New York","-73.7658734","42.6591954"
"38","23-Nov-16","Mississippi","Olive Branch","928 Cross Road",0,4,"N/A","928 Cross Road ,  Olive Branch ,  Mississippi","-89.7723579","34.989794"
"39","22-Nov-16","Florida","Clewiston","1068 Harlem Academy Avenue",1,4,"N/A","1068 Harlem Academy Avenue ,  Clewiston ,  Florida","-80.9531053","26.7371249"
"40","18-Nov-16","Illinois","Chicago","5000 block of West Wabansia",0,4,"N/A","5000 block of West Wabansia ,  Chicago ,  Illinois","-87.7512077","41.9113925"
"41","17-Nov-16","Tennessee","Dyersburg","160 Longfellow",1,7,"N/A","160 Longfellow ,  Dyersburg ,  Tennessee","-89.364456","36.030066"
"42","13-Nov-16","Florida","Jacksonville","5105 Cleveland Rd",3,2,"N/A","5105 Cleveland Rd ,  Jacksonville ,  Florida","-81.7059751","30.364945"
"43","13-Nov-16","Texas","San Antonio","8000 Midcrown",0,4,"N/A","8000 Midcrown ,  San Antonio ,  Texas","-98.3800289","29.5074775"
"44","13-Nov-16","California","San Diego","3800 block of Marlborough Avenue",3,2,"N/A","3800 block of Marlborough Avenue ,  San Diego ,  California","NA","NA"
"45","13-Nov-16","Florida","Orlando","Conley Street and South Ivey Lane",0,4,"N/A","Conley Street and South Ivey Lane ,  Orlando ,  Florida","-81.4343377","28.5325363"
"46","12-Nov-16","California","Sacramento","8600 block of Ardith Drive",1,5,"N/A","8600 block of Ardith Drive ,  Sacramento ,  California","-121.3840833","38.456391"
"47","12-Nov-16","Missouri","Kansas City","21st St and Cleveland Ave",1,3,"N/A","21st St and Cleveland Ave ,  Kansas City ,  Missouri","-94.5382339","39.0862237"
"48","12-Nov-16","Connecticut","Bridgeport","2500 Park Avenue",0,5,"N/A","2500 Park Avenue ,  Bridgeport ,  Connecticut","-73.2138808","41.1917985"
"49","11-Nov-16","Texas","Houston","7705 Channelside Street",0,4,"N/A","7705 Channelside Street ,  Houston ,  Texas","-95.2830971","29.7172188"
"50","10-Nov-16","Texas","Houston","6610 S Sam Houston Pkwy W",1,3,"N/A","6610 S Sam Houston Pkwy W ,  Houston ,  Texas","NA","NA"
"51","9-Nov-16","Washington","Seattle","1524 3rd Ave",0,5,"N/A","1524 3rd Ave ,  Seattle ,  Washington","-122.3380822","47.6104626"
"52","9-Nov-16","Illinois","Chicago","3400 block of W Monroe",1,3,"N/A","3400 block of W Monroe ,  Chicago ,  Illinois","-87.7109924","41.8795914"
"53","9-Nov-16","Tennessee","Memphis","1800 block of East Brooks Road",0,4,"N/A","1800 block of East Brooks Road ,  Memphis ,  Tennessee","-90.003693","35.0609342"
"54","5-Nov-16","Florida","Fort Lauderdale (Lauderhill)","3135 West Broward Boulevard",1,3,"N/A","3135 West Broward Boulevard ,  Fort Lauderdale (Lauderhill) ,  Florida","-80.1869509","26.121757"
"55","5-Nov-16","Texas","San Antonio","10726 Perrin Beitel Rd",0,4,"N/A","10726 Perrin Beitel Rd ,  San Antonio ,  Texas","NA","NA"
"56","5-Nov-16","South Carolina","Myrtle Beach","803 Main St",0,5,"N/A","803 Main St ,  Myrtle Beach ,  South Carolina","-78.8842844","33.6935945"
"57","5-Nov-16","California","Oakland","420 14th Street",0,8,"N/A","420 14th Street ,  Oakland ,  California","-122.2703069","37.8042354"
"58","5-Nov-16","Illinois","Chicago","4800 block of North Winthrop",0,5,"N/A","4800 block of North Winthrop ,  Chicago ,  Illinois","-87.658036","41.969431"
"59","4-Nov-16","Pennsylvania","Philadelphia","5451 Springfield Ave",0,4,"N/A","5451 Springfield Ave ,  Philadelphia ,  Pennsylvania","-75.2255151","39.9399987"
"60","3-Nov-16","Illinois","Chicago","8000 block of S Shore Dr",2,2,"N/A","8000 block of S Shore Dr ,  Chicago ,  Illinois","-87.5804185","41.7935489"
"61","3-Nov-16","New Jersey","Orange","234 Cleveland Street",2,2,"N/A","234 Cleveland Street ,  Orange ,  New Jersey","-74.2270347","40.7785985"
"62","2-Nov-16","Arkansas","Little Rock","2111 Bragg Street",1,4,"N/A","2111 Bragg Street ,  Little Rock ,  Arkansas","-92.265982","34.728036"
"63","1-Nov-16","Tennessee","Memphis","5200 block of Zodiac Rd",1,5,"N/A","5200 block of Zodiac Rd ,  Memphis ,  Tennessee","-89.9592378","35.0062526"
"64","31-Oct-16","Louisiana","Shreveport","700 Block of W 68th St",0,4,"N/A","700 Block of W 68th St ,  Shreveport ,  Louisiana","-93.7694936","32.4437429"
"65","30-Oct-16","Ohio","Toledo","742 Junction Ave",0,4,"N/A","742 Junction Ave ,  Toledo ,  Ohio","-83.5768514","41.6481091"
"66","30-Oct-16","New York","New York (Manhattan)","135 Ridge Street",0,4,"N/A","135 Ridge Street ,  New York (Manhattan) ,  New York","-73.9830138","40.7195832"
"67","30-Oct-16","New York","Newburgh","119 First Street",2,5,"N/A","119 First Street ,  Newburgh ,  New York","-74.0104532","41.5020104"
"68","30-Oct-16","Maryland","Capitol Heights","6860 Walker Mill Road",3,3,"N/A","6860 Walker Mill Road ,  Capitol Heights ,  Maryland","-76.8924201","38.8717675"
"69","30-Oct-16","Texas","San Antonio","2900 block of Aspen Meadow",0,5,"N/A","2900 block of Aspen Meadow ,  San Antonio ,  Texas","-98.60694","29.4646285"
"70","29-Oct-16","Ohio","Dayton","2010 Cornell Ridge Dr",1,3,"N/A","2010 Cornell Ridge Dr ,  Dayton ,  Ohio","-84.2515891","39.7769607"
"71","29-Oct-16","California","Los Angeles","1600 block of Century Boulevard",0,5,"N/A","1600 block of Century Boulevard ,  Los Angeles ,  California","-118.3048881","33.9454733"
"72","29-Oct-16","California","Riverside","3500 block of Madison Street",0,4,"N/A","3500 block of Madison Street ,  Riverside ,  California","NA","NA"
"73","28-Oct-16","Mississippi","Jackson","200 block of Lorenz Blvd",0,6,"N/A","200 block of Lorenz Blvd ,  Jackson ,  Mississippi","-90.1820414","32.3336946"
"74","28-Oct-16","Florida","Miami Gardens","Northwest 173rd Terrace and 27th Avenue",0,4,"N/A","Northwest 173rd Terrace and 27th Avenue ,  Miami Gardens ,  Florida","-80.2448231","25.9322146"
"75","27-Oct-16","Georgia","Jackson","600 block of Moccasin Gap Road",4,0,"N/A","600 block of Moccasin Gap Road ,  Jackson ,  Georgia","-83.9905366","33.3840103"
"76","25-Oct-16","Ohio","Dayton","3300 block of Riverside Dr",1,3,"N/A","3300 block of Riverside Dr ,  Dayton ,  Ohio","-84.2076175","39.7995186"
"77","25-Oct-16","Virginia","Roanoke","830 Campbell Avenue Southeast",2,3,"N/A","830 Campbell Avenue Southeast ,  Roanoke ,  Virginia","-79.9309748","37.2730757"
"78","23-Oct-16","Oklahoma","Wellston","Highway 66 and N 3310 Rd",1,5,"N/A","Highway 66 and N 3310 Rd ,  Wellston ,  Oklahoma","NA","NA"
"79","22-Oct-16","California","Oakland","77th and Bancroft Avenues",0,7,"N/A","77th and Bancroft Avenues ,  Oakland ,  California","-122.1745677","37.7639097"
"80","18-Oct-16","California","San Francisco","325 La Grande Ave",0,4,"N/A","325 La Grande Ave ,  San Francisco ,  California","-122.4252243","37.7194482"
"81","17-Oct-16","Illinois","Chicago (Englewood)","6700 block of South Winchester",1,4,"N/A","6700 block of South Winchester ,  Chicago (Englewood) ,  Illinois","-87.6725184","41.7720758"
"82","15-Oct-16","Alabama","Mobile","1800 block of St Stephens Road",0,5,"N/A","1800 block of St Stephens Road ,  Mobile ,  Alabama","-88.0786189","30.703009"
"83","15-Oct-16","Illinois","Rockford","7801 East State St",1,5,"N/A","7801 East State St ,  Rockford ,  Illinois","-88.9627801","42.2699348"
"84","15-Oct-16","California","Los Angeles","2918 Rimpau Blvd",4,11,"N/A","2918 Rimpau Blvd ,  Los Angeles ,  California","NA","NA"
"85","14-Oct-16","Illinois","Chicago","3300 block of W Maypole Ave",1,6,"N/A","3300 block of W Maypole Ave ,  Chicago ,  Illinois","-87.7088686","41.8835815"
"86","13-Oct-16","Illinois","Chicago","2700 block of West Lexington",0,4,"N/A","2700 block of West Lexington ,  Chicago ,  Illinois","-87.69373","41.872262"
"87","9-Oct-16","Michigan","Grand Rapids","1850 28th Street SE",1,8,"N/A","1850 28th Street SE ,  Grand Rapids ,  Michigan","-85.62301","42.9121115"
"88","9-Oct-16","California","Sacramento","1696 Arden Way",1,3,"N/A","1696 Arden Way ,  Sacramento ,  California","-121.4275994","38.597953"
"89","8-Oct-16","New York","Brooklyn","7301 3rd Ave",0,4,"N/A","7301 3rd Ave ,  Brooklyn ,  New York","-74.026982","40.632653"
"90","4-Oct-16","Louisiana","New Orleans","3727 Ulloa Street",3,2,"N/A","3727 Ulloa Street ,  New Orleans ,  Louisiana","-90.1018231","29.9673972"
"91","3-Oct-16","Minnesota","Minneapolis","Fourth St and Hennepin Ave",0,4,"N/A","Fourth St and Hennepin Ave ,  Minneapolis ,  Minnesota","-93.271348","44.9804419"
"92","2-Oct-16","Texas","San Antonio","2600 South Flores Street",1,4,"N/A","2600 South Flores Street ,  San Antonio ,  Texas","-98.5042924","29.3984415"
"93","1-Oct-16","Illinois","Pembroke Township","17250E Road",4,0,"N/A","17250E Road ,  Pembroke Township ,  Illinois","NA","NA"
"94","1-Oct-16","California","Fresno","3200 block of East Clay Avenue",0,4,"N/A","3200 block of East Clay Avenue ,  Fresno ,  California","-119.7710645","36.7565708"
"95","29-Sep-16","California","San Francisco","400 block of Ellis Street",1,3,"N/A","400 block of Ellis Street ,  San Francisco ,  California","-122.412823","37.7848729"
"96","26-Sep-16","North Carolina","Winston Salem (Winston-salem)","100 block of 5 Royales Dr",0,4,"N/A","100 block of 5 Royales Dr ,  Winston Salem (Winston-salem) ,  North Carolina","-80.245255","36.1144304"
"97","26-Sep-16","Texas","Humble","21219 Grand Linden Ct",0,4,"N/A","21219 Grand Linden Ct ,  Humble ,  Texas","-95.3123538","30.0216391"
"98","26-Sep-16","Texas","Houston","5450 Weslayan St",1,6,"N/A","5450 Weslayan St ,  Houston ,  Texas","-95.4421156","29.7235827"
"99","25-Sep-16","Illinois","Champaign","300 block of E. Green St",1,3,"N/A","300 block of E. Green St ,  Champaign ,  Illinois","-88.2353849","40.110245"
"100","24-Sep-16","Maryland","Baltimore","Greenmount Avenue and Preston Street",0,8,"N/A","Greenmount Avenue and Preston Street ,  Baltimore ,  Maryland","-76.6081873","39.3048255"
"101","23-Sep-16","Washington","Burlington","201 Cascade Mall Dr",5,0,"N/A","201 Cascade Mall Dr ,  Burlington ,  Washington","-122.338276","48.4631672"
"102","18-Sep-16","Pennsylvania","Philadelphia","3001 Castor Avenue",0,4,"N/A","3001 Castor Avenue ,  Philadelphia ,  Pennsylvania","-75.0859131","39.9857442"
"103","18-Sep-16","Virginia","Lynchburg","421 Rivermont Ave",1,3,"N/A","421 Rivermont Ave ,  Lynchburg ,  Virginia","NA","NA"
"104","18-Sep-16","Pennsylvania","Pittsburgh","1700 block of Brighton Place",0,4,"N/A","1700 block of Brighton Place ,  Pittsburgh ,  Pennsylvania","-80.0170113","40.458417"
"105","17-Sep-16","Florida","Miami","20582 SW 119th Ave",0,6,"N/A","20582 SW 119th Ave ,  Miami ,  Florida","-80.3853718","25.5755251"
"106","17-Sep-16","Florida","Orlando","3918 Columbia St",1,6,"N/A","3918 Columbia St ,  Orlando ,  Florida","-81.424421","28.526767"
"107","17-Sep-16","Indiana","Indianapolis","2016 West 76th Street",2,2,"N/A","2016 West 76th Street ,  Indianapolis ,  Indiana","NA","NA"
"108","17-Sep-16","District of Columbia","Washington","2600 block of Birney Place SE",2,7,"N/A","2600 block of Birney Place SE ,  Washington ,  District of Columbia","NA","NA"
"109","16-Sep-16","Pennsylvania","Philadelphia","5100 block of Sansom St",2,5,"N/A","5100 block of Sansom St ,  Philadelphia ,  Pennsylvania","-75.2234002","39.9574785"
"110","16-Sep-16","California","Los Angeles (Hollywood)","555 N Heliotrope Dr",2,2,"N/A","555 N Heliotrope Dr ,  Los Angeles (Hollywood) ,  California","-118.295644","34.0806533"
"111","14-Sep-16","Texas","Humble","16000 block of Saybrook",1,3,"N/A","16000 block of Saybrook ,  Humble ,  Texas","-95.3022945","29.958559"
"112","13-Sep-16","Indiana","Fort Wayne","1723 E Wayne St",3,2,"N/A","1723 E Wayne St ,  Fort Wayne ,  Indiana","-85.1149066","41.0803408"
"113","11-Sep-16","Indiana","Fort Wayne","3006 Holton Avenue",3,1,"N/A","3006 Holton Avenue ,  Fort Wayne ,  Indiana","-85.1187504","41.0574142"
"114","11-Sep-16","Louisiana","New Orleans","2349 S Claiborne Ave",1,5,"N/A","2349 S Claiborne Ave ,  New Orleans ,  Louisiana","NA","NA"
"115","11-Sep-16","New Jersey","Jersey City","87 Van Wagenen Ave",1,3,"N/A","87 Van Wagenen Ave ,  Jersey City ,  New Jersey","-74.070232","40.7332731"
"116","11-Sep-16","Missouri","Kansas City","500 block of Westport Rd",0,6,"N/A","500 block of Westport Rd ,  Kansas City ,  Missouri","NA","NA"
"117","11-Sep-16","Michigan","Saginaw","2207 Pierce Road",0,5,"N/A","2207 Pierce Road ,  Saginaw ,  Michigan","-83.959673","43.506883"
"118","11-Sep-16","North Carolina","New Bern","1100 block of Highway 70",0,5,"N/A","1100 block of Highway 70 ,  New Bern ,  North Carolina","-77.029764","35.0799924"
"119","10-Sep-16","Florida","Miami","3451 Northwest 36 Street",1,3,"N/A","3451 Northwest 36 Street ,  Miami ,  Florida","-80.2522354","25.8089317"
"120","8-Sep-16","Texas","Del Valle","8330 Linden Rd",4,0,"N/A","8330 Linden Rd ,  Del Valle ,  Texas","NA","NA"
"121","8-Sep-16","Arkansas","Hot Springs National Park (Hot Springs)","300 block of Lacey St",1,4,"N/A","300 block of Lacey St ,  Hot Springs National Park (Hot Springs) ,  Arkansas","-93.0755951","34.4989672"
"122","5-Sep-16","Illinois","Chicago","2700 block of W Lexington Ave",2,3,"N/A","2700 block of W Lexington Ave ,  Chicago ,  Illinois","-87.69373","41.872262"
"123","5-Sep-16","Pennsylvania","Reading","600 block of Moss Street",0,4,"N/A","600 block of Moss Street ,  Reading ,  Pennsylvania","-75.9188553","40.3443675"
"124","4-Sep-16","Virginia","Roanoke","1020 Orange Ave NE",1,10,"N/A","1020 Orange Ave NE ,  Roanoke ,  Virginia","-79.9227426","37.2837937"
"125","3-Sep-16","Illinois","Chicago","100 block of North Seeley Avenue",0,4,"N/A","100 block of North Seeley Avenue ,  Chicago ,  Illinois","-87.6804572","41.9705491"
"126","3-Sep-16","North Carolina","Wilmington","600 block of North 30th Street",1,3,"N/A","600 block of North 30th Street ,  Wilmington ,  North Carolina","-77.9072744","34.2461886"
"127","30-Aug-16","Georgia","Atlanta","400 Merritts Avenue NE",0,4,"N/A","400 Merritts Avenue NE ,  Atlanta ,  Georgia","-84.3745349","33.7690479"
"128","30-Aug-16","Illinois","Chicago (Englewood)","6800 block of South Ashland",0,4,"N/A","6800 block of South Ashland ,  Chicago (Englewood) ,  Illinois","-87.664355","41.7698662"
"129","29-Aug-16","New Jersey","Egg Harbor City","907 White Horse Pike",1,5,"N/A","907 White Horse Pike ,  Egg Harbor City ,  New Jersey","-74.6437487","39.5265446"
"130","29-Aug-16","California","Temecula","41450 Cruz Way",5,0,"N/A","41450 Cruz Way ,  Temecula ,  California","-117.031788","33.5194576"
"131","28-Aug-16","Texas","Lubbock","2200 block of 17th St",0,6,"N/A","2200 block of 17th St ,  Lubbock ,  Texas","-101.8641012","33.5798765"
"132","28-Aug-16","New York","Bronx","514 E 156th St",0,4,"N/A","514 E 156th St ,  Bronx ,  New York","-73.9112157","40.819209"
"133","28-Aug-16","Missouri","Saint Louis","S Grand Blvd and Montana St",2,2,"N/A","S Grand Blvd and Montana St ,  Saint Louis ,  Missouri","-90.2447307","38.5837653"
"134","28-Aug-16","Alabama","Dadeville","512 E Columbus St",0,5,"N/A","512 E Columbus St ,  Dadeville ,  Alabama","-85.7570917","32.829782"
"135","27-Aug-16","Alabama","Bessemer (Brighton)","3810 7th Ave",1,6,"N/A","3810 7th Ave ,  Bessemer (Brighton) ,  Alabama","-86.9503954","33.4415292"
"136","27-Aug-16","Florida","Miami","1900 block of NW 83rd Terr",2,4,"N/A","1900 block of NW 83rd Terr ,  Miami ,  Florida","-80.229801","25.8505231"
"137","25-Aug-16","New Jersey","Bridgeton","Marion Street",0,5,"N/A","Marion Street ,  Bridgeton ,  New Jersey","NA","NA"
"138","21-Aug-16","Connecticut","Bridgeport","19 Plymouth St",0,13,"N/A","19 Plymouth St ,  Bridgeport ,  Connecticut","-73.1755346","41.198299"
"139","21-Aug-16","Massachusetts","Boston","Westview and Stratton Street",0,4,"N/A","Westview and Stratton Street ,  Boston ,  Massachusetts","-71.0887781","42.2911132"
"140","20-Aug-16","Washington","Tacoma","900 block of Pacific Avenue",0,5,"N/A","900 block of Pacific Avenue ,  Tacoma ,  Washington","-122.4390956","47.2554249"
"141","20-Aug-16","Connecticut","Hamden","903 Dixwell Ave",0,4,"N/A","903 Dixwell Ave ,  Hamden ,  Connecticut","-72.9349372","41.3377926"
"142","20-Aug-16","Alabama","Citronelle","Jim Platt Road",5,0,"N/A","Jim Platt Road ,  Citronelle ,  Alabama","-88.308808","31.049996"
"143","18-Aug-16","Connecticut","Waterbury","402 E Main Street",0,4,"N/A","402 E Main Street ,  Waterbury ,  Connecticut","-73.0339714","41.5541466"
"144","17-Aug-16","California","Oakland","Mandela Parkway",0,4,"N/A","Mandela Parkway ,  Oakland ,  California","-122.2900858","37.8152684"
"145","14-Aug-16","Virginia","Norfolk","1600 block of Selden Avenue",0,4,"N/A","1600 block of Selden Avenue ,  Norfolk ,  Virginia","NA","NA"
"146","14-Aug-16","Minnesota","Minneapolis","1717 Plymouth Ave N",0,5,"N/A","1717 Plymouth Ave N ,  Minneapolis ,  Minnesota","-93.302672","44.9912473"
"147","13-Aug-16","California","Los Angeles","6300 block of 11th Avenue",0,4,"N/A","6300 block of 11th Avenue ,  Los Angeles ,  California","NA","NA"
"148","13-Aug-16","Wisconsin","Milwaukee","4001 West Fond Du Lac Ave",2,2,"N/A","4001 West Fond Du Lac Ave ,  Milwaukee ,  Wisconsin","-87.9635538","43.0795775"
"149","13-Aug-16","New York","Richmond Hill","Jamaica Ave and 105th St",0,4,"N/A","Jamaica Ave and 105th St ,  Richmond Hill ,  New York","NA","NA"
"150","13-Aug-16","Missouri","Joplin","1800 Connecticut Ave",0,4,"N/A","1800 Connecticut Ave ,  Joplin ,  Missouri","-94.4942382","37.0712829"
"151","12-Aug-16","Florida","Jacksonville","100 block of West 38th Street",1,3,"N/A","100 block of West 38th Street ,  Jacksonville ,  Florida","NA","NA"
"152","12-Aug-16","Texas","Dallas","10921 Estate Ln",1,3,"N/A","10921 Estate Ln ,  Dallas ,  Texas","-96.6968549","32.8825255"
"153","11-Aug-16","Pennsylvania","Philadelphia","500 block of E Ashmead St",0,4,"N/A","500 block of E Ashmead St ,  Philadelphia ,  Pennsylvania","NA","NA"
"154","10-Aug-16","Illinois","Evanston","Foster Street and Jackson Avenue",0,4,"N/A","Foster Street and Jackson Avenue ,  Evanston ,  Illinois","-87.6928302","42.0539235"
"155","10-Aug-16","California","Sacramento","4000 Green Tree Drive",1,3,"N/A","4000 Green Tree Drive ,  Sacramento ,  California","-121.4598395","38.4979558"
"156","8-Aug-16","New Mexico","Albuquerque","341 General Marshall Street NE",2,2,"N/A","341 General Marshall Street NE ,  Albuquerque ,  New Mexico","-106.5495453","35.0798997"
"157","8-Aug-16","Florida","Jacksonville","1214 Labelle St",0,7,"N/A","1214 Labelle St ,  Jacksonville ,  Florida","-81.732164","30.302565"
"158","7-Aug-16","California","Los Angeles","5925 South Figueroa Street",1,3,"N/A","5925 South Figueroa Street ,  Los Angeles ,  California","NA","NA"
"159","7-Aug-16","Mississippi","Vicksburg","4460 Clay St",1,3,"N/A","4460 Clay St ,  Vicksburg ,  Mississippi","-90.8295285","32.3438839"
"160","7-Aug-16","Colorado","Arvada","5400 block of Sheridan Boulevard",2,2,"N/A","5400 block of Sheridan Boulevard ,  Arvada ,  Colorado","-105.0519541","39.7944462"
"161","7-Aug-16","Illinois","Chicago","100 block of South Springfield",0,4,"N/A","100 block of South Springfield ,  Chicago ,  Illinois","-87.7231847","41.8797739"
"162","6-Aug-16","Pennsylvania","Reading (Sinking Spring)","51 Winding Brook Drive",5,0,"N/A","51 Winding Brook Drive ,  Reading (Sinking Spring) ,  Pennsylvania","-76.0242828","40.3317808"
"163","5-Aug-16","Michigan","Pontiac","70 block of Thorpe Street",1,3,"N/A","70 block of Thorpe Street ,  Pontiac ,  Michigan","-83.3115863","42.637713"
"164","5-Aug-16","California","Perris","21600 block of Rider St",2,2,"N/A","21600 block of Rider St ,  Perris ,  California","NA","NA"
"165","4-Aug-16","Tennessee","Memphis","Ayers Street and Griffith Avenue",0,4,"N/A","Ayers Street and Griffith Avenue ,  Memphis ,  Tennessee","-90.0276687","35.161441"
"166","3-Aug-16","Georgia","Decatur","4110 Glenwood Road",1,3,"N/A","4110 Glenwood Road ,  Decatur ,  Georgia","NA","NA"
"167","2-Aug-16","Florida","Hollywood (West Park)","5700 block of Hallandale Beach Blvd",0,4,"N/A","5700 block of Hallandale Beach Blvd ,  Hollywood (West Park) ,  Florida","-80.2003543","25.984201"
"168","1-Aug-16","Indiana","Evansville","South Bedford Avenue",0,4,"N/A","South Bedford Avenue ,  Evansville ,  Indiana","-87.549766","37.964448"
"169","31-Jul-16","Florida","Miami","Southwest 203rd Terrace and 115th Avenue",3,1,"N/A","Southwest 203rd Terrace and 115th Avenue ,  Miami ,  Florida","-80.378916","25.57761"
"170","31-Jul-16","Texas","Austin","208 E 6th St",1,4,"N/A","208 E 6th St ,  Austin ,  Texas","-97.74097","30.2678607"
